date,trailing_pe
2018-06-19,6.552698
2018-06-20,18.85395314827184
2018-06-21,18.86039608356001
2018-06-22,19.087271349876232
2018-06-25,18.652333090659432
2018-06-26,18.49415393643623
2018-06-27,18.40627602018276
2018-06-28,18.55411999941549
2018-06-29,18.950770372257058
2018-07-02,18.562116364546927
2018-07-03,18.55866903235457
2018-07-05,18.5225075048781
2018-07-06,18.91544802922632
2018-07-09,18.96680052147089
2018-07-10,19.073846794826423
2018-07-11,18.99062109157544
2018-07-12,19.30168784576406
2018-07-13,19.35526409527533
2018-07-16,19.388518111926874
2018-07-17,19.211358488357323
2018-07-18,19.259108280758912
2018-07-19,19.195497461596105
2018-07-20,19.05454958466184
2018-07-23,19.130476383516257
2018-07-24,19.31277157364212
2018-07-25,19.276830232388505
2018-07-26,19.17134022732804
2018-07-30,18.54185195692329
2018-08-01,18.21207977056029
2018-08-02,18.231100502587587
2018-08-03,18.66148711832602
2018-08-06,18.67533874151685
2018-08-07,18.7802612157433
2018-08-08,18.772404036704465
2018-08-09,18.92199092644194
2018-08-10,18.72972812497161
2018-08-13,18.588089855005688
2018-08-14,18.76909498534157
2018-08-15,18.55467549607865
2018-08-16,18.58713432217437
2018-08-17,18.358756765824
2018-08-20,18.26484038002108
2018-08-21,18.467299441343417
2018-08-22,18.23275330427594
2018-08-23,18.30048395580463
2018-08-24,18.57719458539156
2018-08-27,18.726671644856957
2018-08-28,18.734120852593133
2018-08-29,18.74267287398533
2018-08-30,18.74948991533485
2018-08-31,18.63824846714156
2018-09-04,18.288599794274013
2018-09-05,18.12294492623764
2018-09-06,17.905771106596163
2018-09-07,17.866286672638537
2018-09-10,17.938927684243637
2018-09-11,17.99074206697477
2018-09-12,18.011961492580028
2018-09-13,18.10131573314405
2018-09-14,17.999404149049568
2018-09-17,17.97379738131898
2018-09-18,17.963450647867578
2018-09-19,17.920374506257396
2018-09-20,18.20037921923444
2018-09-21,18.21302089710609
2018-09-24,18.701770844462494
2018-09-25,18.86953618444956
2018-09-26,18.988391014051743
2018-09-27,19.140955252796285
2018-09-28,19.13767271358801
2018-10-01,17.995397444133456
2018-10-02,18.0879633032572
2018-10-03,17.96160273935718
2018-10-04,17.941338161671712
2018-10-05,17.532512875717135
2018-10-08,17.633106862557774
2018-10-09,17.48278519535267
2018-10-10,16.92834939154081
2018-10-11,16.500812345942755
2018-10-12,16.925957840370845
2018-10-15,17.02800009921506
2018-10-16,17.268826847745952
2018-10-17,17.447873429221946
2018-10-18,17.279563490885412
2018-10-19,17.22239805218549
2018-10-22,17.09435220107177
2018-10-23,17.15873167938146
2018-10-24,16.334346710551625
2018-10-25,16.5944074200116
2018-10-26,16.26185357763235
2018-10-29,16.302039233527058
2018-10-30,16.50037993380286
2018-10-31,16.787157692103165
2018-11-01,16.839183700290082
2018-11-02,16.673563009981446
2018-11-05,16.625300005136314
2018-11-06,16.719701832683096
2018-11-07,17.060781573081364
2018-11-08,16.898941600314824
2018-11-09,16.637013337144822
2018-11-12,16.369853055709584
2018-11-13,16.35615265293556
2018-11-14,16.41927901640645
2018-11-15,16.54081133011082
2018-11-16,16.45130080785425
2018-11-19,15.931493288225674
2018-11-20,15.740910429002335
2018-11-21,15.917745958215614
2018-11-23,15.706723981198063
2018-11-26,16.063709878614368
2018-11-27,16.123317643947033
2018-11-28,16.495457375997162
2018-11-29,16.57635307344476
2018-11-30,16.630915897612596
2018-12-03,16.658155934366008
2018-12-04,16.22549758764163
2018-12-06,16.320702325495724
2018-12-07,15.955872436727011
2018-12-10,16.122261598185847
2018-12-11,16.147257955989712
2018-12-12,16.304841490977026
2018-12-13,16.254903155412883
2018-12-14,16.054541006339566
2018-12-17,15.748862722584812
2018-12-18,15.876506422020562
2018-12-19,15.511670338409916
2018-12-20,15.28571698960702
2018-12-21,14.773098283707531
2018-12-24,15.03064735031341
2018-12-26,15.895765468403008
2018-12-27,15.981155925479962
2018-12-28,15.933942344357446
2018-12-31,19.96846786558107
2019-01-02,20.2401990599336
2019-01-03,19.888515984722886
2019-01-04,20.811571492084443
2019-01-07,20.97584366776609
2019-01-08,21.31780327112769
2019-01-09,21.29761956047576
2019-01-10,21.33689173675112
2019-01-11,21.316839449495387
2019-01-14,21.19872572641483
2019-01-15,21.637874139718694
2019-01-16,21.56155348095941
2019-01-17,21.65241449376442
2019-01-18,21.779911888913883
2019-01-22,21.32850931911045
2019-01-23,21.28502181847246
2019-01-24,21.377732079610333
2019-01-25,21.641003949844727
2019-01-28,21.39213198434005
2019-01-29,21.1522908204968
2019-01-30,21.5267704532714
2019-01-31,22.51129422118566
2019-02-01,22.453606182537296
2019-02-04,22.684301669752976
2019-02-05,22.95163941914638
2019-02-06,22.461539771423272
2019-02-07,22.27009830464749
2019-02-08,22.47357988849972
2019-02-11,22.319932511320854
2019-02-12,22.58664180133216
2019-02-13,22.506019952579877
2019-02-14,22.61843863122667
2019-02-15,22.67129794484333
2019-02-19,22.683198092878552
2019-02-20,22.619265050155136
2019-02-21,22.43104872885103
2019-02-22,22.65297817085444
2019-02-25,22.69576610465086
2019-02-26,22.74541682265984
2019-02-27,22.647958695988503
2019-02-28,22.60922471093205
2019-03-01,22.812238357879
2019-03-04,22.91842123419797
2019-03-05,23.080160278608307
2019-03-06,23.072919929843327
2019-03-07,22.89729149517508
2019-03-08,22.851553630588285
2019-03-11,23.29029079880524
2019-03-12,23.39101406972738
2019-03-13,23.514770432996556
2019-03-14,23.37627752239406
2019-03-15,23.31403625587625
2019-03-18,22.638194205997845
2019-03-19,22.54631271434127
2019-03-20,22.708119285565367
2019-03-21,22.96629672544149
2019-03-22,22.59679109337285
2019-03-25,22.544300567345047
2019-03-26,22.61400077844841
2019-03-27,22.46758597719624
2019-03-28,22.40957939787145
2019-03-29,22.450756856802872
2019-04-01,22.78894422119123
