date,S&P 500,Information Technology,Communication Services,Consumer Discretionary,Financials,Industrials,Utilities,Energy,Real Estate,Materials,Consumer Staples,Health Care
1999-07-01,,,,,16.7906,,,,,,,
1999-07-02,,,,,16.9558,,,,,,,
1999-07-05,,,,,16.9558,,,,,,,
1999-07-06,,,,,16.9696,,,,,,,
1999-07-07,,,,,16.9672,,,,,,,
1999-07-08,,,,,16.8291,,,,,,,
1999-07-09,,,,,16.933,,,,,,,
1999-07-12,,,,,16.7977,,,,,,,
1999-07-13,,,,,16.6339,,,,,,,
1999-07-14,,,,,16.5446,,,,,,,
1999-07-15,,,,,16.7132,,,,,,,
1999-07-16,,,,,16.8708,,,,,,,
1999-07-19,,,,,16.7616,,,,,,,
1999-07-20,,,,,16.4967,,,,,,,
1999-07-21,,,,,16.321,,,,,,,
1999-07-22,,,,,16.3837,,,,,,,
1999-07-23,,,,,16.1833,,,,,,,
1999-07-26,,,,,16.2479,,,,,,,
1999-07-27,,,,,16.3813,,,,,,,
1999-07-28,,,,,16.3186,,,,,,,
1999-07-29,,,,,16.0185,,,,,,,
1999-07-30,,,,,15.6434,,,,,,,
1999-08-02,,,,,15.6135,,,,,,,
1999-08-03,,,,,15.4022,,,,,,,
1999-08-04,,,,,15.1401,,,,,,,
1999-08-05,,,,,15.2142,,,,,,,
1999-08-06,,,,,14.7911,,,,,,,
1999-08-09,,,,,14.8704,,,,,,,
1999-08-10,,,,,14.6301,,,,,,,
1999-08-11,,,,,14.9202,,,,,,,
1999-08-12,,,,,14.8837,,,,,,,
1999-08-13,,,,,15.444,,,,,,,
1999-08-16,,,,,15.4497,,,,,,,
1999-08-17,,,,,15.9245,,,,,,,
1999-08-18,,,,,15.8272,,,,,,,
1999-08-19,,,,,15.5992,,,,,,,
1999-08-20,,,,,15.802,,,,,,,
1999-08-23,,,,,16.1752,,,,,,,
1999-08-24,,,,,16.2374,,,,,,,
1999-08-25,,,,,16.0912,,,,,,,
1999-08-26,,,,,15.7934,,,,,,,
1999-08-27,,,,,15.5627,,,,,,,
1999-08-30,,,,,14.9497,,,,,,,
1999-08-31,,,,,14.9079,,,,,,,
1999-09-01,,,,,15.0399,,,,,,,
1999-09-02,,,,,14.7911,,,,,,,
1999-09-03,,,,,15.4264,,,,,,,
1999-09-06,,,,,15.4264,,,,,,,
1999-09-07,,,,,15.0973,,,,,,,
1999-09-08,,,,,14.9725,,,,,,,
1999-09-09,,,,,14.7802,,,,,,,
1999-09-10,,,,,14.8632,,,,,,,
1999-09-13,,,,,14.7792,,,,,,,
1999-09-14,,,,,14.5123,,,,,,,
1999-09-15,,,,,14.4231,,,,,,,
1999-09-16,,,,,14.3694,,,,,,,
1999-09-17,,,,,14.5845,,,,,,,
1999-09-20,,,,,14.5385,,,,,,,
1999-09-21,,,,,14.2113,,,,,,,
1999-09-22,,,,,14.1956,,,,,,,
1999-09-23,,,,,14.1054,,,,,,,
1999-09-24,,,,,14.1838,,,,,,,
1999-09-27,,,,,13.9444,,,,,,,
1999-09-28,,,,,13.9853,,,,,,,
1999-09-29,,,,,13.8704,,,,,,,
1999-09-30,,,,,14.1092,,,,,,,
1999-10-01,,,,,13.5203,,,,,,,
1999-10-04,,,,,13.9502,,,,,,,
1999-10-05,,,,,14.0161,,,,,,,
1999-10-06,,,,,14.3627,,,,,,,
1999-10-07,,,,,14.2065,,,,,,,
1999-10-08,,,,,14.4903,,,,,,,
1999-10-11,,,,,14.2968,,,,,,,
1999-10-12,,,,,14.0622,,,,,,,
1999-10-13,,,,,13.6166,,,,,,,
1999-10-14,,,,,13.5567,,,,,,,
1999-10-15,,,,,13.0152,,,,,,,
1999-10-18,,,,,13.3037,,,,,,,
1999-10-19,,,,,13.6387,,,,,,,
1999-10-20,,,,,13.8959,,,,,,,
1999-10-21,,,,,13.9217,,,,,,,
1999-10-22,,,,,14.5461,,,,,,,
1999-10-25,,,,,14.359,,,,,,,
1999-10-26,,,,,14.2507,,,,,,,
1999-10-27,,,,,14.9346,,,,,,,
1999-10-28,,,,,15.9336,,,,,,,
1999-10-29,,,,,15.9525,,,,,,,
1999-11-01,,,,,15.7101,,,,,,,
1999-11-02,,,,,15.7387,,,,,,,
1999-11-03,,,,,15.5811,,,,,,,
1999-11-04,,,,,15.8166,,,,,,,
1999-11-05,,,,,16.1005,,,,,,,
1999-11-08,,,,,16.0065,,,,,,,
1999-11-09,,,,,15.7382,,,,,,,
1999-11-10,,,,,15.547,,,,,,,
1999-11-11,,,,,15.4309,,,,,,,
1999-11-12,,,,,16.0733,,,,,,,
1999-11-15,,,,,16.0825,,,,,,,
1999-11-16,,,,,16.5544,,,,,,,
1999-11-17,,,,,16.1157,,,,,,,
1999-11-18,,,,,16.1088,,,,,,,
1999-11-19,,,,,15.9747,,,,,,,
1999-11-22,,,,,15.7871,,,,,,,
1999-11-23,,,,,15.5124,,,,,,,
1999-11-24,,,,,15.3733,,,,,,,
1999-11-25,,,,,15.3733,,,,,,,
1999-11-26,,,,,15.3419,,,,,,,
1999-11-29,,,,,14.971,,,,,,,
1999-11-30,,,,,15.1539,,,,,,,
1999-12-01,,,,,15.0972,,,,,,,
1999-12-02,,,,,15.0774,,,,,,,
1999-12-03,,,,,15.4853,,,,,,,
1999-12-06,,,,,15.0465,,,,,,,
1999-12-07,,,,,14.9115,,,,,,,
1999-12-08,,,,,14.6806,,,,,,,
1999-12-09,,,,,14.8484,,,,,,,
1999-12-10,,,,,15.1065,,,,,,,
1999-12-13,,,,,14.918,,,,,,,
1999-12-14,,,,,14.6359,,,,,,,
1999-12-15,,,,,14.5129,,,,,,,
1999-12-16,,,,,14.2783,,,,,,,
1999-12-17,,,,,14.2516,,,,,,,
1999-12-20,,,,,14.1742,,,,,,,
1999-12-21,,,,,14.4654,,,,,,,
1999-12-22,,,,,14.4521,,,,,,,
1999-12-23,,,,,14.6871,,,,,,,
1999-12-24,,,,,14.6871,,,,,,,
1999-12-27,,,,,14.4977,,,,,,,
1999-12-28,,,,,14.5447,,,,,,,
1999-12-29,,,,,14.7147,,,,,,,
1999-12-30,,,,,14.8111,,,,,,,
1999-12-31,,,,,14.8258,,,,,,,
2000-01-03,,,,,14.0402,,,,,,,
2000-01-04,,,,,13.4616,,,,,,,
2000-01-05,,,,,13.3711,,,,,,,
2000-01-06,,,,,13.8981,,,,,,,
2000-01-07,,,,,14.2016,,,,,,,
2000-01-10,,,,,13.9484,,,,,,,
2000-01-11,,,,,13.7847,,,,,,,
2000-01-12,,,,,13.979,,,,,,,
2000-01-13,,,,,14.3469,,,,,,,
2000-01-14,,,,,14.7404,,,,,,,
2000-01-17,,,,,14.7404,,,,,,,
2000-01-18,,,,,14.2587,,,,,,,
2000-01-19,,,,,14.1842,,,,,,,
2000-01-20,,,,,13.8903,,,,,,,
2000-01-21,,,,,13.7189,,,,,,,
2000-01-24,,,,,13.5046,,,,,,,
2000-01-25,,,,,13.6613,,,,,,,
2000-01-26,,,,,14.1426,,,,,,,
2000-01-27,,,,,14.2843,,,,,,,
2000-01-28,,,,,13.7518,,,,,,,
2000-01-31,,,,,14.218,,,,,,,
2000-02-01,,,,,14.2445,,,,,,,
2000-02-02,,,,,14.0941,,,,,,,
2000-02-03,,,,,14.0599,,,,,,,
2000-02-04,,,,,13.8446,,,,,,,
2000-02-07,,,,,13.7144,,,,,,,
2000-02-08,,,,,13.8734,,,,,,,
2000-02-09,,,,,13.4927,,,,,,,
2000-02-10,,,,,13.2089,,,,,,,
2000-02-11,,,,,13.1993,,,,,,,
2000-02-14,,,,,12.9904,,,,,,,
2000-02-15,,,,,13.298,,,,,,,
2000-02-16,,,,,13.0832,,,,,,,
2000-02-17,,,,,12.8656,,,,,,,
2000-02-18,,,,,12.431,,,,,,,
2000-02-21,,,,,12.431,,,,,,,
2000-02-22,,,,,12.5192,,,,,,,
2000-02-23,,,,,12.457,,,,,,,
2000-02-24,,,,,12.2911,,,,,,,
2000-02-25,,,,,12.1641,,,,,,,
2000-02-28,,,,,12.5315,,,,,,,
2000-02-29,,,,,12.6563,,,,,,,
2000-03-01,,,,,12.8346,,,,,,,
2000-03-02,,,,,12.7093,,,,,,,
2000-03-03,,,,,12.8771,,,,,,,
2000-03-06,,,,,12.7358,,,,,,,
2000-03-07,,,,,12.3108,,,,,,,
2000-03-08,,,,,12.1828,,,,,,,
2000-03-09,,,,,12.3432,,,,,,,
2000-03-10,,,,,12.3588,,,,,,,
2000-03-13,,,,,12.4314,,,,,,,
2000-03-14,,,,,12.3592,,,,,,,
2000-03-15,,,,,13.1481,,,,,,,
2000-03-16,,,,,14.2984,,,,,,,
2000-03-17,,,,,14.3199,,,,,,,
2000-03-20,,,,,13.9995,,,,,,,
2000-03-21,,,,,14.5256,,,,,,,
2000-03-22,,,,,14.6805,,,,,,,
2000-03-23,,,,,15.2806,,,,,,,
2000-03-24,,,,,15.2779,,,,,,,
2000-03-27,,,,,14.8853,,,,,,,
2000-03-28,,,,,14.9822,,,,,,,
2000-03-29,,,,,14.8761,,,,,,,
2000-03-30,,,,,14.7824,,,,,,,
2000-03-31,,,,,14.9735,,,,,,,
2000-04-03,,,,,15.565,,,,,,,
2000-04-04,,,,,14.9796,,,,,,,
2000-04-05,,,,,14.8414,,,,,,,
2000-04-06,,,,,14.9674,,,,,,,
2000-04-07,,,,,14.6602,,,,,,,
2000-04-10,,,,,15.0507,,,,,,,
2000-04-11,,,,,15.1201,,,,,,,
2000-04-12,,,,,15.3131,,,,,,,
2000-04-13,,,,,14.9642,,,,,,,
2000-04-14,,,,,13.8079,,,,,,,
2000-04-17,,,,,13.9216,,,,,,,
2000-04-18,,,,,14.4671,,,,,,,
2000-04-19,,,,,14.1749,,,,,,,
2000-04-20,,,,,14.4567,,,,,,,
2000-04-21,,,,,14.4567,,,,,,,
2000-04-24,,,,,14.7662,,,,,,,
2000-04-25,,,,,15.2528,,,,,,,
2000-04-26,,,,,14.9683,,,,,,,
2000-04-27,,,,,14.6547,,,,,,,
2000-04-28,,,,,14.3525,,,,,,,
2000-05-01,,,,,14.57,,,,,,,
2000-05-02,,,,,14.5279,,,,,,,
2000-05-03,,,,,14.1631,,,,,,,
2000-05-04,,,,,13.9828,,,,,,,
2000-05-05,,,,,14.0557,,,,,,,
2000-05-08,,,,,14.3448,,,,,,,
2000-05-09,,,,,14.2673,,,,,,,
2000-05-10,,,,,13.986,,,,,,,
2000-05-11,,,,,14.3317,,,,,,,
2000-05-12,,,,,14.5954,,,,,,,
2000-05-15,,,,,15.1667,,,,,,,
2000-05-16,,,,,15.0761,,,,,,,
2000-05-17,,,,,14.9017,,,,,,,
2000-05-18,,,,,15.0843,,,,,,,
2000-05-19,,,,,14.7096,,,,,,,
2000-05-22,,,,,14.8994,,,,,,,
2000-05-23,,,,,14.952,,,,,,,
2000-05-24,,,,,15.1667,,,,,,,
2000-05-25,,,,,14.7929,,,,,,,
2000-05-26,,,,,14.7961,,,,,,,
2000-05-29,,,,,14.7961,,,,,,,
2000-05-30,,,,,15.1006,,,,,,,
2000-05-31,,,,,15.285,,,,,,,
2000-06-01,,,,,15.6919,,,,,,,
2000-06-02,,,,,16.3779,,,,,,,
2000-06-05,,,,,16.0027,,,,,,,
2000-06-06,,,,,15.7005,,,,,,,
2000-06-07,,,,,15.9479,,,,,,,
2000-06-08,,,,,15.6624,,,,,,,
2000-06-09,,,,,15.377,,,,,,,
2000-06-12,,,,,15.4436,,,,,,,
2000-06-13,,,,,15.5868,,,,,,,
2000-06-14,,,,,15.8179,,,,,,,
2000-06-15,,,,,15.3412,,,,,,,
2000-06-16,,,,,14.6575,,,,,,,
2000-06-19,,,,,14.9841,,,,,,,
2000-06-20,,,,,14.9044,,,,,,,
2000-06-21,,,,,14.6919,,,,,,,
2000-06-22,,,,,14.6561,,,,,,,
2000-06-23,,,,,14.6493,,,,,,,
2000-06-26,,,,,14.8691,,,,,,,
2000-06-27,,,,,14.9048,,,,,,,
2000-06-28,,,,,14.8573,,,,,,,
2000-06-29,,,,,14.7907,,,,,,,
2000-06-30,,,,,14.3435,,,,,,,
2000-07-03,,,,,14.5612,,,,,,,
2000-07-04,,,,,14.5612,,,,,,,
2000-07-05,,,,,14.7069,,,,,,,
2000-07-06,,,,,14.8324,,,,,,,
2000-07-07,,,,,15.1555,,,,,,,
2000-07-10,,,,,15.1784,,,,,,,
2000-07-11,,,,,15.3026,,,,,,,
2000-07-12,,,,,15.4213,,,,,,,
2000-07-13,,,,,15.3339,,,,,,,
2000-07-14,,,,,15.6235,,,,,,,
2000-07-17,,,,,15.3223,,,,,,,
2000-07-18,,,,,15.2174,,,,,,,
2000-07-19,,,,,15.2026,,,,,,,
2000-07-20,,,,,15.6835,,,,,,,
2000-07-21,,,,,15.6087,,,,,,,
2000-07-24,,,,,15.5975,,,,,,,
2000-07-25,,,,,15.7597,,,,,,,
2000-07-26,,,,,15.4904,,,,,,,
2000-07-27,,,,,15.7324,,,,,,,
2000-07-28,,,,,15.3882,,,,,,,
2000-07-31,,,,,15.6338,,,,,,,
2000-08-01,,,,,15.7481,,,,,,,
2000-08-02,,,,,15.684,,,,,,,
2000-08-03,,,,,16.0574,,,,,,,
2000-08-04,,,,,16.6455,,,,,,,
2000-08-07,,,,,16.7033,,,,,,,
2000-08-08,,,,,16.6706,,,,,,,
2000-08-09,,,,,16.6589,,,,,,,
2000-08-10,,,,,16.4886,,,,,,,
2000-08-11,,,,,16.7517,,,,,,,
2000-08-14,,,,,16.9597,,,,,,,
2000-08-15,,,,,16.7078,,,,,,,
2000-08-16,,,,,16.4402,,,,,,,
2000-08-17,,,,,16.6768,,,,,,,
2000-08-18,,,,,16.5666,,,,,,,
2000-08-21,,,,,16.7602,,,,,,,
2000-08-22,,,,,16.8915,,,,,,,
2000-08-23,,,,,16.7364,,,,,,,
2000-08-24,,,,,16.6136,,,,,,,
2000-08-25,,,,,16.4859,,,,,,,
2000-08-28,,,,,16.7221,,,,,,,
2000-08-29,,,,,16.6181,,,,,,,
2000-08-30,,,,,16.7243,,,,,,,
2000-08-31,,,,,17.0995,,,,,,,
2000-09-01,,,,,16.9319,,,,,,,
2000-09-04,,,,,16.9319,,,,,,,
2000-09-05,,,,,17.0215,,,,,,,
2000-09-06,,,,,17.1381,,,,,,,
2000-09-07,,,,,17.1376,,,,,,,
2000-09-08,,,,,17.4747,,,,,,,
2000-09-11,,,,,17.7781,,,,,,,
2000-09-12,,,,,17.7817,,,,,,,
2000-09-13,,,,,17.6463,,,,,,,
2000-09-14,,,,,17.6217,,,,,,,
2000-09-15,,,,,17.2654,,,,,,,
2000-09-18,,,,,16.7266,,,,,,,
2000-09-19,,,,,17.0448,,,,,,,
2000-09-20,,,,,16.874,,,,,,,
2000-09-21,,,,,16.6849,,,,,,,
2000-09-22,,,,,16.9888,,,,,,,
2000-09-25,,,,,17.2241,,,,,,,
2000-09-26,,,,,17.0896,,,,,,,
2000-09-27,,,,,17.0838,,,,,,,
2000-09-28,,,,,17.558,,,,,,,
2000-09-29,,,,,17.4939,,,,,,,
2000-10-02,,,,,18.0551,,,,,,,
2000-10-03,,,,,18.0296,,,,,,,
2000-10-04,,,,,17.7514,,,,,,,
2000-10-05,,,,,17.9153,,,,,,,
2000-10-06,,,,,17.1699,,,,,,,
2000-10-09,,,,,16.9622,,,,,,,
2000-10-10,,,,,16.4754,,,,,,,
2000-10-11,,,,,16.3552,,,,,,,
2000-10-12,,,,,15.5378,,,,,,,
2000-10-13,,,,,16.3046,,,,,,,
2000-10-16,,,,,16.4167,,,,,,,
2000-10-17,,,,,15.9745,,,,,,,
2000-10-18,,,,,15.9435,,,,,,,
2000-10-19,,,,,16.5733,,,,,,,
2000-10-20,,,,,16.5724,,,,,,,
2000-10-23,,,,,16.3793,,,,,,,
2000-10-24,,,,,16.8484,,,,,,,
2000-10-25,,,,,16.8028,,,,,,,
2000-10-26,,,,,16.3739,,,,,,,
2000-10-27,,,,,16.8716,,,,,,,
2000-10-30,,,,,17.5255,,,,,,,
2000-10-31,,,,,17.6721,,,,,,,
2000-11-01,,,,,17.5137,,,,,,,
2000-11-02,,,,,17.5569,,,,,,,
2000-11-03,,,,,17.5729,,,,,,,
2000-11-06,,,,,17.7883,,,,,,,
2000-11-07,,,,,17.7122,,,,,,,
2000-11-08,,,,,17.4299,,,,,,,
2000-11-09,,,,,17.5501,,,,,,,
2000-11-10,,,,,17.2892,,,,,,,
2000-11-13,,,,,16.959,,,,,,,
2000-11-14,,,,,17.0569,,,,,,,
2000-11-15,,,,,16.8429,,,,,,,
2000-11-16,,,,,16.878,,,,,,,
2000-11-17,,,,,16.627,,,,,,,
2000-11-20,,,,,16.2195,,,,,,,
2000-11-21,,,,,16.2614,,,,,,,
2000-11-22,,,,,15.8219,,,,,,,
2000-11-23,,,,,15.8219,,,,,,,
2000-11-24,,,,,15.9417,,,,,,,
2000-11-27,,,,,16.1066,,,,,,,
2000-11-28,,,,,16.2773,,,,,,,
2000-11-29,,,,,16.6712,,,,,,,
2000-11-30,,,,,16.5952,,,,,,,
2000-12-01,,,,,16.5638,,,,,,,
2000-12-04,,,,,16.4221,,,,,,,
2000-12-05,,,,,17.2505,,,,,,,
2000-12-06,,,,,17.0446,,,,,,,
2000-12-07,,,,,17.1011,,,,,,,
2000-12-08,,,,,17.5674,,,,,,,
2000-12-11,,,,,17.8347,,,,,,,
2000-12-12,,,,,17.6307,,,,,,,
2000-12-13,,,,,17.515,,,,,,,
2000-12-14,,,,,17.1284,,,,,,,
2000-12-15,,,,,16.9431,,,,,,,
2000-12-18,,,,,17.5232,,,,,,,
2000-12-19,,,,,17.3452,,,,,,,
2000-12-20,,,,,17.0897,,,,,,,
2000-12-21,,,,,17.5032,,,,,,,
2000-12-22,,,,,17.663,,,,,,,
2000-12-25,,,,,17.663,,,,,,,
2000-12-26,,,,,17.9185,,,,,,,
2000-12-27,,,,,18.0633,,,,,,,
2000-12-28,,,,,18.2395,,,,,,,
2000-12-29,,,,,18.0824,,,,,,,
2001-01-01,,,,,18.2991,,,,,,,
2001-01-02,,,,,17.7903,,,,,,,
2001-01-03,,,,,18.6963,,,,,,,
2001-01-04,,,,,18.4724,,,,,,,
2001-01-05,,,,,17.9834,,,,,,,
2001-01-08,,,,,17.9009,,,,,,,
2001-01-09,,,,,17.571,,,,,,,
2001-01-10,,,,,17.8475,,,,,,,
2001-01-11,,,,,17.9161,,,,,,,
2001-01-12,,,,,17.5788,,,,,,,
2001-01-15,,,,,17.5788,,,,,,,
2001-01-16,,,,,17.8834,,,,,,,
2001-01-17,,,,,17.8184,,,,,,,
2001-01-18,,,,,17.6051,,,,,,,
2001-01-19,,,,,17.5184,,,,,,,
2001-01-22,,,,,17.7014,,,,,,,
2001-01-23,,,,,17.9972,,,,,,,
2001-01-24,,,,,18.1442,,,,,,,
2001-01-25,,,,,18.1714,,,,,,,
2001-01-26,,,,,18.2475,,,,,,,
2001-01-29,,,,,18.3249,,,,,,,
2001-01-30,,,,,18.4415,,,,,,,
2001-01-31,,,,,18.2203,,,,,,,
2001-02-01,,,,,18.3419,,,,,,,
2001-02-02,,,,,18.2811,,,,,,,
2001-02-05,,,,,18.4253,,,,,,,
2001-02-06,,,,,18.071,,,,,,,
2001-02-07,,,,,17.9733,,,,,,,
2001-02-08,,,,,17.9387,,,,,,,
2001-02-09,,,,,18.0212,,,,,,,
2001-02-12,,,,,18.3286,,,,,,,
2001-02-13,,,,,18.1452,,,,,,,
2001-02-14,,,,,17.9429,,,,,,,
2001-02-15,,,,,17.9005,,,,,,,
2001-02-16,,,,,17.9668,,,,,,,
2001-02-19,,,,,17.9668,,,,,,,
2001-02-20,,,,,17.3747,,,,,,,
2001-02-21,,,,,16.8502,,,,,,,
2001-02-22,,,,,16.9189,,,,,,,
2001-02-23,,,,,16.8401,,,,,,,
2001-02-26,,,,,17.1912,,,,,,,
2001-02-27,,,,,17.3429,,,,,,,
2001-02-28,,,,,16.9972,,,,,,,
2001-03-01,,,,,16.9885,,,,,,,
2001-03-02,,,,,16.9945,,,,,,,
2001-03-05,,,,,16.9733,,,,,,,
2001-03-06,,,,,17.0157,,,,,,,
2001-03-07,,,,,17.3871,,,,,,,
2001-03-08,,,,,17.429,,,,,,,
2001-03-09,,,,,17.0028,,,,,,,
2001-03-12,,,,,16.1839,,,,,,,
2001-03-13,,,,,16.5986,,,,,,,
2001-03-14,,,,,15.8484,,,,,,,
2001-03-15,,,,,16.2991,,,,,,,
2001-03-16,,,,,16.0705,,,,,,,
2001-03-19,,,,,16.2604,,,,,,,
2001-03-20,,,,,15.8276,,,,,,,
2001-03-21,,,,,15.3599,,,,,,,
2001-03-22,,,,,15.0092,,,,,,,
2001-03-23,,,,,15.5866,,,,,,,
2001-03-26,,,,,15.835,,,,,,,
2001-03-27,,,,,16.3442,,,,,,,
2001-03-28,,,,,16.2023,,,,,,,
2001-03-29,,,,,16.1083,,,,,,,
2001-03-30,,,,,16.4696,,,,,,,
2001-04-02,,,,,16.3116,,,,,,,
2001-04-03,,,,,15.8076,,,,,,,
2001-04-04,,,,,15.3808,,,,,,,
2001-04-05,,,,,15.9531,,,,,,,
2001-04-06,,,,,15.5446,,,,,,,
2001-04-09,,,,,15.6237,,,,,,,
2001-04-10,,,,,16.0273,,,,,,,
2001-04-11,,,,,16.1328,,,,,,,
2001-04-12,,,,,16.2857,,,,,,,
2001-04-13,,,,,16.2857,,,,,,,
2001-04-16,,,,,16.197,,,,,,,
2001-04-17,,,,,16.2848,,,,,,,
2001-04-18,,,,,16.9959,,,,,,,
2001-04-19,,,,,17.0737,,,,,,,
2001-04-20,,,,,16.7748,,,,,,,
2001-04-23,,,,,16.5596,,,,,,,
2001-04-24,,,,,16.4782,,,,,,,
2001-04-25,,,,,16.6442,,,,,,,
2001-04-26,,,,,16.7266,,,,,,,
2001-04-27,,,,,17.0883,,,,,,,
2001-04-30,,,,,16.8408,,,,,,,
2001-05-01,,,,,17.0073,,,,,,,
2001-05-02,,,,,17.1001,,,,,,,
2001-05-03,,,,,17.0719,,,,,,,
2001-05-04,,,,,17.2871,,,,,,,
2001-05-07,,,,,17.1629,,,,,,,
2001-05-08,,,,,17.02,,,,,,,
2001-05-09,,,,,16.9609,,,,,,,
2001-05-10,,,,,17.0036,,,,,,,
2001-05-11,,,,,16.803,,,,,,,
2001-05-14,,,,,16.9759,,,,,,,
2001-05-15,,,,,17.0933,,,,,,,
2001-05-16,,,,,17.5355,,,,,,,
2001-05-17,,,,,17.4268,,,,,,,
2001-05-18,,,,,17.3731,,,,,,,
2001-05-21,,,,,17.5823,,,,,,,
2001-05-22,,,,,17.8053,,,,,,,
2001-05-23,,,,,17.6733,,,,,,,
2001-05-24,,,,,17.7457,,,,,,,
2001-05-25,,,,,17.551,,,,,,,
2001-05-28,,,,,17.551,,,,,,,
2001-05-29,,,,,17.5432,,,,,,,
2001-05-30,,,,,17.3944,,,,,,,
2001-05-31,,,,,17.4854,,,,,,,
2001-06-01,,,,,17.4445,,,,,,,
2001-06-04,,,,,17.6033,,,,,,,
2001-06-05,,,,,17.7338,,,,,,,
2001-06-06,,,,,17.5455,,,,,,,
2001-06-07,,,,,17.4823,,,,,,,
2001-06-08,,,,,17.3339,,,,,,,
2001-06-11,,,,,17.2429,,,,,,,
2001-06-12,,,,,17.1929,,,,,,,
2001-06-13,,,,,17.0864,,,,,,,
2001-06-14,,,,,16.8076,,,,,,,
2001-06-15,,,,,16.8499,,,,,,,
2001-06-18,,,,,16.9067,,,,,,,
2001-06-19,,,,,17.0951,,,,,,,
2001-06-20,,,,,17.2498,,,,,,,
2001-06-21,,,,,17.8157,,,,,,,
2001-06-22,,,,,17.6902,,,,,,,
2001-06-25,,,,,17.4777,,,,,,,
2001-06-26,,,,,17.3189,,,,,,,
2001-06-27,,,,,17.273,,,,,,,
2001-06-28,,,,,17.4959,,,,,,,
2001-06-29,,,,,17.4645,,,,,,,
2001-07-02,,,,,17.3577,,,,,,,
2001-07-03,,,,,17.3245,,,,,,,
2001-07-04,,,,,17.3245,,,,,,,
2001-07-05,,,,,17.2008,,,,,,,
2001-07-06,,,,,16.8494,,,,,,,
2001-07-09,,,,,16.8969,,,,,,,
2001-07-10,,,,,16.5289,,,,,,,
2001-07-11,,,,,16.4357,,,,,,,
2001-07-12,,,,,16.7893,,,,,,,
2001-07-13,,,,,16.9278,,,,,,,
2001-07-16,,,,,16.7683,,,,,,,
2001-07-17,,,,,17.0004,,,,,,,
2001-07-18,,,,,17.0381,,,,,,,
2001-07-19,,,,,16.8673,,,,,,,
2001-07-20,,,,,16.7571,,,,,,,
2001-07-23,,,,,16.6499,,,,,,,
2001-07-24,,,,,16.4881,,,,,,,
2001-07-25,,,,,16.5719,,,,,,,
2001-07-26,,,,,16.6979,,,,,,,
2001-07-27,,,,,16.7938,,,,,,,
2001-07-30,,,,,16.7772,,,,,,,
2001-07-31,,,,,16.9045,,,,,,,
2001-08-01,,,,,17.0045,,,,,,,
2001-08-02,,,,,17.0345,,,,,,,
2001-08-03,,,,,16.9982,,,,,,,
2001-08-06,,,,,16.8422,,,,,,,
2001-08-07,,,,,16.9193,,,,,,,
2001-08-08,,,,,16.7333,,,,,,,
2001-08-09,,,,,16.6939,,,,,,,
2001-08-10,,,,,16.7409,,,,,,,
2001-08-13,,,,,16.7329,,,,,,,
2001-08-14,,,,,16.7055,,,,,,,
2001-08-15,,,,,16.6791,,,,,,,
2001-08-16,,,,,16.619,,,,,,,
2001-08-17,,,,,16.3765,,,,,,,
2001-08-20,,,,,16.5043,,,,,,,
2001-08-21,,,,,16.3711,,,,,,,
2001-08-22,,,,,16.4397,,,,,,,
2001-08-23,,,,,16.372,,,,,,,
2001-08-24,,,,,16.4079,,,,,,,
2001-08-27,,,,,16.2474,,,,,,,
2001-08-28,,,,,16.0323,,,,,,,
2001-08-29,,,,,15.8808,,,,,,,
2001-08-30,,,,,15.7813,,,,,,,
2001-08-31,,,,,15.8494,,,,,,,
2001-09-03,,,,,15.8494,,,,,,,
2001-09-04,,,,,15.7705,,,,,,,
2001-09-05,,,,,15.5854,,,,,,,
2001-09-06,,,,,15.2913,,,,,,,
2001-09-07,,,,,14.957,,,,,,,
2001-09-10,,,,,15.0134,,,,,,,
2001-09-11,,,,,15.0134,,,,,,,
2001-09-12,,,,,15.0134,,,,,,,
2001-09-13,,,,,15.0134,,,,,,,
2001-09-14,,,,,15.0134,,,,,,,
2001-09-17,,,,,14.2479,,,,,,,
2001-09-18,,,,,14.1999,,,,,,,
2001-09-19,,,,,13.9682,,,,,,,
2001-09-20,,,,,13.4487,,,,,,,
2001-09-21,,,,,13.2492,,,,,,,
2001-09-24,,,,,13.939,,,,,,,
2001-09-25,,,,,14.1555,,,,,,,
2001-09-26,,,,,14.2645,,,,,,,
2001-09-27,,,,,14.5029,,,,,,,
2001-09-28,,,,,14.8924,,,,,,,
2001-10-01,,,,,14.6486,,,,,,,
2001-10-02,,,,,14.8658,,,,,,,
2001-10-03,,,,,15.1183,,,,,,,
2001-10-04,,,,,14.947,,,,,,,
2001-10-05,,,,,14.5664,,,,,,,
2001-10-08,,,,,14.2057,,,,,,,
2001-10-09,,,,,14.2932,,,,,,,
2001-10-10,,,,,14.5386,,,,,,,
2001-10-11,,,,,14.7241,,,,,,,
2001-10-12,,,,,14.5108,,,,,,,
2001-10-15,,,,,14.6353,,,,,,,
2001-10-16,,,,,14.8578,,,,,,,
2001-10-17,,,,,14.7377,,,,,,,
2001-10-18,,,,,14.5934,,,,,,,
2001-10-19,,,,,14.4238,,,,,,,
2001-10-22,,,,,14.8026,,,,,,,
2001-10-23,,,,,14.8026,,,,,,,
2001-10-24,,,,,14.7907,,,,,,,
2001-10-25,,,,,15.0115,,,,,,,
2001-10-26,,,,,15.0848,,,,,,,
