date,value
1998-04-06,78.7057
1998-04-07,70.578
1998-04-08,65.713
1998-04-09,69.1721
1998-04-13,66.6655
1998-04-14,72.2166
1998-04-15,72.5653
1998-04-16,63.7973
1998-04-17,73.1747
1998-04-20,69.4344
1998-04-21,68.6301
1998-04-22,70.2235
1998-04-23,60.9036
1998-04-24,51.3082
1998-04-27,33.5349
1998-04-28,31.693
1998-04-29,39.2214
1998-04-30,53.5736
1998-05-01,57.6977
1998-05-04,59.3251
1998-05-05,53.0351
1998-05-06,44.3813
1998-05-07,34.9831
1998-05-08,45.7095
1998-05-11,46.132
1998-05-12,52.625
1998-05-13,53.2113
1998-05-14,51.1065
1998-05-15,43.9203
1998-05-18,38.5322
1998-05-19,40.4564
1998-05-20,46.4988
1998-05-21,44.6714
1998-05-22,40.8945
1998-05-26,29.0936
1998-05-27,25.4151
1998-05-28,31.3418
1998-05-29,28.465
1998-06-01,31.933
1998-06-02,32.9561
1998-06-03,26.4368
1998-06-04,34.6058
1998-06-05,49.1794
1998-06-08,49.9902
1998-06-09,51.3405
1998-06-10,46.3669
1998-06-11,33.119
1998-06-12,34.8923
1998-06-15,21.5865
1998-06-16,28.4483
1998-06-17,42.1195
1998-06-18,40.4854
1998-06-19,36.9584
1998-06-22,39.0954
1998-06-23,47.4599
1998-06-24,54.6238
1998-06-25,52.6229
1998-06-26,66.1812
1998-06-29,67.9664
1998-06-30,63.7158
1998-07-01,72.9516
1998-07-02,69.798
1998-07-06,69.4594
1998-07-07,65.5945
1998-07-08,72.0577
1998-07-09,64.1247
1998-07-10,65.6592
1998-07-13,60.4056
1998-07-14,67.5827
1998-07-15,63.9472
1998-07-16,68.5906
1998-07-17,68.6011
1998-07-20,61.414
1998-07-21,47.6808
1998-07-22,48.3427
1998-07-23,33.0003
1998-07-24,33.3995
1998-07-27,36.3923
1998-07-28,26.0809
1998-07-29,24.1374
1998-07-30,34.6707
1998-07-31,21.8373
1998-08-03,19.46
1998-08-04,2.186
1998-08-05,6.0136
1998-08-06,10.3419
1998-08-07,11.5482
1998-08-10,11.7443
1998-08-11,7.1866
1998-08-12,17.1618
1998-08-13,11.8529
1998-08-14,8.5863
1998-08-17,21.4937
1998-08-18,32.4153
1998-08-19,31.0678
1998-08-20,29.2955
1998-08-21,22.4766
1998-08-24,29.6859
1998-08-25,31.4081
1998-08-26,24.7037
1998-08-27,6.3818
1998-08-28,3.6778
1998-08-31,4.8937
1998-09-01,0.9121
1998-09-02,0.8017
1998-09-03,0.5934
1998-09-04,0.5643
1998-09-08,11.5123
1998-09-09,7.4047
1998-09-10,3.2839
1998-09-11,11.7449
1998-09-14,27.7937
1998-09-15,33.7192
1998-09-16,37.7413
1998-09-17,25.4402
1998-09-18,27.7567
1998-09-21,30.5063
1998-09-22,35.5405
1998-09-23,56.7729
1998-09-24,42.5778
1998-09-25,43.3065
1998-09-28,44.7406
1998-09-29,45.7296
1998-09-30,25.553
1998-10-01,9.9277
1998-10-02,21.1166
1998-10-05,16.374
1998-10-06,15.5701
1998-10-07,9.1755
1998-10-08,6.2698
1998-10-09,20.9255
1998-10-12,28.7926
1998-10-13,28.4469
1998-10-14,34.9137
1998-10-15,62.7409
1998-10-16,70.375
1998-10-19,91.6609
1998-10-20,91.4195
1998-10-21,92.246
1998-10-22,94.4402
1998-10-23,88.5981
1998-10-26,80.039
1998-10-27,71.0549
1998-10-28,68.6501
1998-10-29,79.0529
1998-10-30,86.2853
1998-11-02,88.2855
1998-11-03,87.2968
1998-11-04,88.98
1998-11-05,92.2732
1998-11-06,92.882
1998-11-09,86.9433
1998-11-10,83.496
1998-11-11,77.5483
1998-11-12,77.1727
1998-11-13,80.0067
1998-11-16,79.8468
1998-11-17,80.059
1998-11-18,79.7042
1998-11-19,79.5905
1998-11-20,83.1444
1998-11-23,89.9443
1998-11-24,86.8055
1998-11-25,87.2552
1998-11-27,87.9937
1998-11-30,70.0592
1998-12-01,74.4111
1998-12-02,69.8081
1998-12-03,60.0234
1998-12-04,71.3507
1998-12-07,72.9253
1998-12-08,68.1228
1998-12-09,67.1877
1998-12-10,56.7816
1998-12-11,56.4584
1998-12-14,41.2556
1998-12-15,51.3023
1998-12-16,50.4359
1998-12-17,58.1838
1998-12-18,60.3209
1998-12-21,68.3848
1998-12-22,67.8076
1998-12-23,81.97
1998-12-24,78.8253
1998-12-28,71.7792
1998-12-29,81.2521
1998-12-30,72.3503
1998-12-31,69.1337
1999-01-04,65.5803
1999-01-05,71.3639
1999-01-06,83.962
1999-01-07,78.6349
1999-01-08,79.1547
1999-01-11,70.115
1999-01-12,57.1372
1999-01-13,50.1999
1999-01-14,36.0712
1999-01-15,53.3804
1999-01-19,51.9752
1999-01-20,53.7851
1999-01-21,41.2165
1999-01-22,36.101
1999-01-25,41.4108
1999-01-26,51.6215
1999-01-27,46.2131
1999-01-28,60.9645
1999-01-29,70.1385
1999-02-01,63.8654
1999-02-02,55.646
1999-02-03,60.3949
1999-02-04,45.1864
1999-02-05,39.608
1999-02-08,43.1325
1999-02-09,25.9964
1999-02-10,31.239
1999-02-11,46.0018
1999-02-12,34.4122
1999-02-16,40.1005
1999-02-17,30.8544
1999-02-18,39.1004
1999-02-19,41.0312
1999-02-22,59.0048
1999-02-23,68.3332
1999-02-24,56.2824
1999-02-25,50.3287
1999-02-26,45.7061
1999-03-01,38.3214
1999-03-02,35.7322
1999-03-03,35.5013
1999-03-04,44.7716
1999-03-05,59.7312
1999-03-08,59.383
1999-03-09,65.7646
1999-03-10,68.5789
1999-03-11,74.052
1999-03-12,70.5302
1999-03-15,75.059
1999-03-16,72.7865
1999-03-17,65.6803
1999-03-18,74.9579
1999-03-19,62.1873
1999-03-22,55.2272
1999-03-23,36.4345
1999-03-24,39.8205
1999-03-25,49.3274
1999-03-26,44.0814
1999-03-29,58.7193
1999-03-30,51.8082
1999-03-31,43.2809
1999-04-01,47.9533
1999-04-05,65.1113
1999-04-06,62.216
1999-04-07,67.4484
1999-04-08,76.6493
1999-04-09,77.7274
1999-04-12,78.5321
1999-04-13,70.5189
1999-04-14,59.7205
1999-04-15,59.9509
1999-04-16,58.4816
1999-04-19,49.4538
1999-04-20,57.8972
1999-04-21,70.0801
1999-04-22,76.5461
1999-04-23,74.8631
1999-04-26,73.5395
1999-04-27,75.5137
1999-04-28,69.9403
1999-04-29,66.4445
1999-04-30,62.5488
1999-05-03,72.5524
1999-05-04,62.8608
1999-05-05,68.5994
1999-05-06,62.6241
1999-05-07,68.1367
1999-05-10,64.8774
1999-05-11,71.5365
1999-05-12,75.044
1999-05-13,75.6837
1999-05-14,62.8368
1999-05-17,62.7991
1999-05-18,58.4672
1999-05-19,64.2717
1999-05-20,62.1963
1999-05-21,58.4251
1999-05-24,48.0582
1999-05-25,18.1405
1999-05-26,31.341
1999-05-27,18.0616
1999-05-28,31.8454
1999-06-01,33.4759
1999-06-02,35.9031
1999-06-03,40.0163
1999-06-04,57.6875
1999-06-07,62.5791
1999-06-08,52.7325
1999-06-09,54.0789
1999-06-10,44.9233
1999-06-11,40.0937
1999-06-14,41.7601
1999-06-15,45.9612
1999-06-16,61.426
1999-06-17,65.3458
1999-06-18,65.563
1999-06-21,64.4305
1999-06-22,56.0238
1999-06-23,52.2119
1999-06-24,41.9718
1999-06-25,41.5314
1999-06-28,54.3728
1999-06-29,66.0162
1999-06-30,76.8627
1999-07-01,79.7444
1999-07-02,82.9881
1999-07-06,70.6064
1999-07-07,73.7331
1999-07-08,71.1162
1999-07-09,74.6879
1999-07-12,66.8794
1999-07-13,61.5821
1999-07-14,61.8423
1999-07-15,65.461
1999-07-16,68.1026
1999-07-19,56.5904
1999-07-20,42.9923
1999-07-21,43.1431
1999-07-22,38.0198
1999-07-23,34.6197
1999-07-26,31.796
1999-07-27,38.9439
1999-07-28,37.8391
1999-07-29,25.0088
1999-07-30,21.884
1999-08-02,23.0712
1999-08-03,20.7288
1999-08-04,12.6923
1999-08-05,19.7379
1999-08-06,13.2156
1999-08-09,16.7051
1999-08-10,10.0382
1999-08-11,20.9713
1999-08-12,20.5559
1999-08-13,34.809
1999-08-16,35.5068
1999-08-17,45.395
1999-08-18,36.5498
1999-08-19,31.7698
1999-08-20,41.5184
1999-08-23,52.4889
1999-08-24,51.5542
1999-08-25,58.5055
1999-08-26,47.9233
1999-08-27,40.9583
1999-08-30,24.3437
1999-08-31,24.0582
1999-09-01,29.2883
1999-09-02,22.4051
1999-09-03,55.4186
1999-09-07,48.5399
1999-09-08,44.1716
1999-09-09,45.9443
1999-09-10,48.1462
1999-09-13,44.0212
1999-09-14,40.295
1999-09-15,30.3489
1999-09-16,31.5896
1999-09-17,42.544
1999-09-20,41.8526
1999-09-21,25.4586
1999-09-22,27.2734
1999-09-23,9.1224
1999-09-24,8.4602
1999-09-27,11.3242
1999-09-28,11.6798
1999-09-29,9.6057
1999-09-30,17.1588
1999-10-01,19.8536
1999-10-04,33.2203
1999-10-05,30.56
1999-10-06,41.7048
1999-10-07,38.3832
1999-10-08,48.2945
1999-10-11,47.8081
1999-10-12,37.4741
1999-10-13,23.9021
1999-10-14,23.2377
1999-10-15,7.4801
1999-10-18,10.4323
1999-10-19,13.5122
1999-10-20,26.5831
1999-10-21,25.2289
1999-10-22,34.7139
1999-10-25,32.4543
1999-10-26,26.3464
1999-10-27,36.413
1999-10-28,56.1331
1999-10-29,90.0984
1999-11-01,81.4882
1999-11-02,75.8312
1999-11-03,77.9573
1999-11-04,78.9978
1999-11-05,80.0832
1999-11-08,73.5395
1999-11-09,64.1671
1999-11-10,66.3603
1999-11-11,68.6018
1999-11-12,74.8429
1999-11-15,65.327
1999-11-16,76.4526
1999-11-17,69.0222
1999-11-18,75.3112
1999-11-19,71.6706
1999-11-22,64.7561
1999-11-23,53.5833
1999-11-24,59.3462
1999-11-26,56.4554
1999-11-29,47.1851
1999-11-30,41.7895
1999-12-01,43.7121
1999-12-02,48.6302
1999-12-03,60.1896
1999-12-06,51.8599
1999-12-07,43.4938
1999-12-08,40.6689
1999-12-09,43.4558
1999-12-10,48.4924
1999-12-13,47.3095
1999-12-14,41.0063
1999-12-15,46.923
1999-12-16,49.8536
1999-12-17,50.9226
1999-12-20,47.8218
1999-12-21,55.379
1999-12-22,56.0191
1999-12-23,68.2304
1999-12-27,63.9153
1999-12-28,62.935
1999-12-29,64.7974
1999-12-30,64.5685
1999-12-31,65.8804
2000-01-03,52.5623
2000-01-04,26.6093
2000-01-05,29.0972
2000-01-06,31.5384
2000-01-07,49.8981
2000-01-10,53.6921
2000-01-11,47.273
2000-01-12,46.6597
2000-01-13,54.3097
2000-01-14,58.6832
2000-01-18,52.5664
2000-01-19,53.2046
2000-01-20,47.183
2000-01-21,45.4105
2000-01-24,24.6713
2000-01-25,27.8543
2000-01-26,24.8334
2000-01-27,22.8162
2000-01-28,6.0447
2000-01-31,25.5525
2000-02-01,30.6376
2000-02-02,31.8941
2000-02-03,38.3238
2000-02-04,37.841
2000-02-07,36.1245
2000-02-08,41.6982
2000-02-09,30.9803
2000-02-10,33.008
2000-02-11,23.8887
2000-02-14,25.2216
2000-02-15,30.1886
2000-02-16,24.16
2000-02-17,24.186
2000-02-18,10.2946
2000-02-22,12.8602
2000-02-23,16.911
2000-02-24,12.7859
2000-02-25,9.3736
2000-02-28,16.3846
2000-02-29,22.7936
2000-03-01,26.5978
2000-03-02,27.563
2000-03-03,36.7263
2000-03-06,31.0322
2000-03-07,20.0691
2000-03-08,24.5853
2000-03-09,35.5703
2000-03-10,32.5352
2000-03-13,28.717
2000-03-14,20.7589
2000-03-15,37.1277
2000-03-16,72.2003
2000-03-17,68.5373
2000-03-20,75.8454
2000-03-21,92.7405
2000-03-22,92.6152
2000-03-23,97.8541
2000-03-24,96.8264
2000-03-27,88.7501
2000-03-28,75.532
2000-03-29,73.5868
2000-03-30,64.9063
2000-03-31,69.4297
2000-04-03,70.0025
2000-04-04,65.6555
2000-04-05,64.3094
2000-04-06,69.324
2000-04-07,71.6266
2000-04-10,66.5075
2000-04-11,66.456
2000-04-12,58.9831
2000-04-13,50.7205
2000-04-14,20.7411
2000-04-17,37.795
2000-04-18,52.0227
2000-04-19,47.967
2000-04-20,52.8799
2000-04-24,40.4899
2000-04-25,67.3979
2000-04-26,59.1103
2000-04-27,62.5377
2000-04-28,57.1796
2000-05-01,70.1411
2000-05-02,58.2707
2000-05-03,41.0747
2000-05-04,36.5608
2000-05-05,47.2681
2000-05-08,40.2003
2000-05-09,34.1114
2000-05-10,19.536
2000-05-11,34.1992
2000-05-12,41.8845
2000-05-15,60.7632
2000-05-16,68.361
2000-05-17,58.5272
2000-05-18,53.2217
2000-05-19,36.8537
2000-05-22,37.2136
2000-05-23,23.3945
2000-05-24,37.5664
2000-05-25,28.7045
2000-05-26,27.7848
2000-05-30,53.2337
2000-05-31,52.0334
2000-06-01,63.3429
2000-06-02,73.2198
2000-06-05,67.0472
2000-06-06,63.2351
2000-06-07,65.3119
2000-06-08,69.8184
2000-06-09,66.0239
2000-06-12,55.0294
2000-06-13,66.2052
2000-06-14,64.5167
2000-06-15,65.9837
2000-06-16,55.3214
2000-06-19,60.379
2000-06-20,53.2578
2000-06-21,53.9039
2000-06-22,40.4584
2000-06-23,36.9184
2000-06-26,43.9625
2000-06-27,41.8829
2000-06-28,44.8692
2000-06-29,37.6815
2000-06-30,44.1445
2000-07-03,52.7423
2000-07-05,40.5677
2000-07-06,46.5886
2000-07-07,58.8458
2000-07-10,57.0353
2000-07-11,60.5649
2000-07-12,65.8464
2000-07-13,65.7775
2000-07-14,71.5719
2000-07-17,66.4459
2000-07-18,56.5389
2000-07-19,49.1319
2000-07-20,55.5573
2000-07-21,45.9795
2000-07-24,39.0021
2000-07-25,42.902
2000-07-26,32.849
2000-07-27,33.6196
2000-07-28,23.2016
2000-07-31,28.0643
2000-08-01,29.9489
2000-08-02,31.9883
2000-08-03,41.2924
2000-08-04,48.9436
2000-08-07,59.479
2000-08-08,63.4042
2000-08-09,58.3471
2000-08-10,52.0292
2000-08-11,59.1
2000-08-14,69.3146
2000-08-15,64.5333
2000-08-16,61.2737
2000-08-17,67.4723
2000-08-18,63.6262
2000-08-21,62.737
2000-08-22,60.2759
2000-08-23,64.4163
2000-08-24,63.8066
2000-08-25,63.3633
2000-08-28,64.2182
2000-08-29,62.3574
2000-08-30,60.454
2000-08-31,64.4302
2000-09-01,63.8069
2000-09-05,61.2182
2000-09-06,59.2529
2000-09-07,59.8841
2000-09-08,56.9999
2000-09-11,54.6362
2000-09-12,52.4788
2000-09-13,54.1612
2000-09-14,50.584
2000-09-15,46.0791
2000-09-18,36.3167
2000-09-19,31.8735
2000-09-20,28.4783
2000-09-21,29.3142
2000-09-22,31.0919
2000-09-25,31.015
2000-09-26,26.3355
2000-09-27,28.2173
2000-09-28,46.6095
2000-09-29,36.1588
2000-10-02,40.0926
2000-10-03,36.6209
2000-10-04,41.949
2000-10-05,43.812
2000-10-06,29.8016
2000-10-09,29.8328
2000-10-10,23.2252
2000-10-11,12.1069
2000-10-12,2.8914
2000-10-13,22.4404
2000-10-16,27.9029
2000-10-17,15.7621
2000-10-18,13.2313
2000-10-19,33.6891
2000-10-20,36.6742
2000-10-23,36.3146
2000-10-24,41.025
2000-10-25,29.9258
2000-10-26,30.2607
2000-10-27,39.0082
2000-10-30,52.478
2000-10-31,64.3365
2000-11-01,62.258
2000-11-02,65.1765
2000-11-03,62.5326
2000-11-06,63.7225
2000-11-07,62.5557
2000-11-08,52.0428
2000-11-09,46.6363
2000-11-10,27.9158
2000-11-13,36.1727
2000-11-14,47.4233
2000-11-15,50.1534
2000-11-16,44.0304
2000-11-17,43.5425
2000-11-20,20.4334
2000-11-21,25.3461
2000-11-22,12.6968
2000-11-24,30.1935
2000-11-27,41.7738
2000-11-28,36.5208
2000-11-29,41.7844
2000-11-30,27.2645
2000-12-01,28.8963
2000-12-04,38.9678
2000-12-05,65.2813
2000-12-06,54.0842
2000-12-07,50.7036
2000-12-08,60.6785
2000-12-11,66.064
2000-12-12,61.8988
2000-12-13,56.6753
2000-12-14,45.4538
2000-12-15,28.9166
2000-12-18,38.3521
2000-12-19,29.0497
2000-12-20,7.554
2000-12-21,12.5331
2000-12-22,32.446
2000-12-26,42.0746
2000-12-27,50.9871
2000-12-28,55.6402
2000-12-29,48.576
2001-01-02,32.6327
2001-01-03,65.729
2001-01-04,53.7992
2001-01-05,40.15
2001-01-08,40.5431
2001-01-09,42.5983
2001-01-10,49.1348
2001-01-11,54.9046
2001-01-12,49.8017
2001-01-16,54.7067
2001-01-17,54.9449
2001-01-18,60.1498
2001-01-19,54.9694
2001-01-22,60.5634
2001-01-23,71.056
2001-01-24,72.3026
2001-01-25,67.1857
2001-01-26,63.415
2001-01-29,63.8634
2001-01-30,68.9223
2001-01-31,66.3841
2001-02-01,68.124
2001-02-02,59.3071
2001-02-05,60.8658
2001-02-06,59.7644
2001-02-07,56.8929
2001-02-08,53.9824
2001-02-09,49.358
2001-02-12,57.7708
2001-02-13,53.063
2001-02-14,51.5163
2001-02-15,54.8916
2001-02-16,47.0858
2001-02-20,21.2993
2001-02-21,9.978
2001-02-22,10.7061
2001-02-23,9.3987
2001-02-26,31.505
2001-02-27,28.2028
2001-02-28,19.1112
2001-03-01,21.8291
2001-03-02,20.6485
2001-03-05,32.5998
2001-03-06,42.4905
2001-03-07,49.7392
2001-03-08,52.8891
2001-03-09,34.6498
2001-03-12,8.2068
2001-03-13,19.3639
2001-03-14,5.0504
2001-03-15,8.6486
2001-03-16,2.6942
2001-03-19,12.4948
2001-03-20,5.5139
2001-03-21,1.6142
2001-03-22,0.9067
2001-03-23,3.574
2001-03-26,10.1613
2001-03-27,22.4737
2001-03-28,11.805
2001-03-29,13.0261
2001-03-30,22.5127
2001-04-02,18.7654
2001-04-03,4.9641
2001-04-04,5.8946
2001-04-05,23.3036
2001-04-06,11.6018
2001-04-09,21.5511
2001-04-10,37.3132
2001-04-11,30.7187
2001-04-12,39.8246
2001-04-16,40.4463
2001-04-17,49.2411
2001-04-18,74.6955
2001-04-19,79.3368
2001-04-20,95.0662
2001-04-23,75.4565
2001-04-24,61.9538
2001-04-25,72.6454
2001-04-26,73.7986
2001-04-27,82.7518
2001-04-30,73.0374
2001-05-01,78.8951
2001-05-02,77.8207
2001-05-03,65.922
2001-05-04,76.1067
2001-05-07,70.4272
2001-05-08,69.4786
2001-05-09,67.6385
2001-05-10,69.6181
2001-05-11,65.2945
2001-05-14,65.8273
2001-05-15,66.0415
2001-05-16,79.9467
2001-05-17,81.0769
2001-05-18,82.1516
2001-05-21,87.7837
2001-05-22,87.6789
2001-05-23,77.423
2001-05-24,79.0501
2001-05-25,72.5876
2001-05-29,65.2493
2001-05-30,55.3023
2001-05-31,60.9786
2001-06-01,61.3232
2001-06-04,63.2776
2001-06-05,70.9938
2001-06-06,64.1902
2001-06-07,65.9088
2001-06-08,61.7172
2001-06-11,55.367
2001-06-12,55.2646
2001-06-13,47.5587
2001-06-14,31.8084
2001-06-15,19.3571
2001-06-18,21.2203
2001-06-19,24.894
2001-06-20,32.5581
2001-06-21,42.3469
2001-06-22,35.4131
2001-06-25,33.2292
2001-06-26,34.0395
2001-06-27,32.9589
2001-06-28,40.7039
2001-06-29,42.2804
2001-07-02,47.9514
2001-07-03,47.2142
2001-07-05,39.3316
2001-07-06,22.6053
2001-07-09,29.1015
2001-07-10,20.1077
2001-07-11,21.6945
2001-07-12,37.2564
2001-07-13,41.1178
2001-07-16,35.5341
2001-07-17,40.7206
2001-07-18,39.517
2001-07-19,42.2677
2001-07-20,40.6409
2001-07-23,33.7746
2001-07-24,22.5374
2001-07-25,32.6093
2001-07-26,38.6148
2001-07-27,40.198
2001-07-30,39.1174
2001-07-31,44.1973
2001-08-01,46.7177
2001-08-02,49.8979
2001-08-03,46.7865
2001-08-06,38.7396
2001-08-07,41.5219
2001-08-08,28.8587
2001-08-09,30.0168
2001-08-10,36.4743
2001-08-13,39.9964
2001-08-14,37.6349
2001-08-15,32.5198
2001-08-16,36.1188
2001-08-17,23.8228
2001-08-20,34.1656
2001-08-21,26.2831
2001-08-22,34.0392
2001-08-23,33.6309
2001-08-24,49.5358
2001-08-27,46.2302
2001-08-28,37.2042
2001-08-29,28.922
2001-08-30,17.2031
2001-08-31,22.4456
2001-09-04,28.8413
2001-09-05,28.0226
2001-09-06,12.83
2001-09-07,5.1741
2001-09-10,10.4184
2001-09-17,2.326
2001-09-18,1.9194
2001-09-19,0.7041
2001-09-20,2.673
2001-09-21,6.3344
2001-09-24,1.2277
2001-09-25,2.7042
2001-09-26,2.6441
2001-09-27,6.0346
2001-09-28,12.9672
2001-10-01,15.5095
2001-10-02,23.197
2001-10-03,33.7257
2001-10-04,32.2718
2001-10-05,34.3714
2001-10-08,29.5537
2001-10-09,25.9184
2001-10-10,39.7793
2001-10-11,50.2385
2001-10-12,45.5607
2001-10-15,38.8003
2001-10-16,44.269
2001-10-17,30.0272
2001-10-18,24.8681
2001-10-19,44.8283
2001-10-22,53.8483
2001-10-23,49.6744
2001-10-24,49.3703
2001-10-25,60.25
2001-10-26,63.229
2001-10-29,39.703
2001-10-30,26.1583
2001-10-31,27.7345
2001-11-01,47.0116
2001-11-02,49.7746
2001-11-05,62.6235
2001-11-06,73.3889
2001-11-07,69.1713
2001-11-08,69.7193
2001-11-09,69.5165
2001-11-12,66.1412
2001-11-13,77.7835
2001-11-14,77.7011
2001-11-15,77.0665
2001-11-16,76.4902
2001-11-19,77.9321
2001-11-20,76.7544
2001-11-21,72.3002
2001-11-23,78.3039
2001-11-26,77.9298
2001-11-27,74.637
2001-11-28,64.1581
2001-11-29,69.4737
2001-11-30,69.287
2001-12-03,64.1785
2001-12-04,72.3572
2001-12-05,80.2042
2001-12-06,76.4218
2001-12-07,73.1985
2001-12-10,63.4337
2001-12-11,60.193
2001-12-12,59.4047
2001-12-13,52.2729
2001-12-14,54.4426
2001-12-17,58.7265
2001-12-18,66.4917
2001-12-19,69.2547
2001-12-20,63.4817
2001-12-21,65.3084
2001-12-24,65.2728
2001-12-26,57.1687
2001-12-27,63.0689
2001-12-28,76.7064
2001-12-31,69.724
2002-01-02,71.7071
2002-01-03,74.7302
2002-01-04,76.4202
2002-01-07,70.3787
2002-01-08,68.3135
2002-01-09,63.9736
2002-01-10,62.9484
2002-01-11,55.89
2002-01-14,49.5037
2002-01-15,53.0598
2002-01-16,39.3263
2002-01-17,48.2446
2002-01-18,40.4459
2002-01-22,28.8942
2002-01-23,36.7879
2002-01-24,41.2772
2002-01-25,43.7671
2002-01-28,46.7828
2002-01-29,24.4872
2002-01-30,35.8029
2002-01-31,48.9077
2002-02-01,43.8764
2002-02-04,26.0798
2002-02-05,24.1759
2002-02-06,21.1899
2002-02-07,20.1675
2002-02-08,33.1371
2002-02-11,47.7125
2002-02-12,45.0198
2002-02-13,52.274
2002-02-14,52.5625
2002-02-15,45.1522
2002-02-19,32.2018
2002-02-20,44.3313
2002-02-21,33.2514
2002-02-22,41.1681
2002-02-25,54.3696
2002-02-26,55.3412
2002-02-27,54.9733
2002-02-28,52.4784
2002-03-01,65.9284
2002-03-04,76.9018
2002-03-05,72.3603
2002-03-06,87.6877
2002-03-07,81.2882
2002-03-08,84.0396
2002-03-11,81.921
2002-03-12,79.4268
2002-03-13,72.0786
2002-03-14,71.6794
2002-03-15,77.3167
2002-03-18,74.4282
2002-03-19,75.1885
2002-03-20,64.2792
2002-03-21,66.6515
2002-03-22,64.1382
2002-03-25,53.3093
2002-03-26,58.2431
2002-03-27,62.4223
2002-03-28,64.5619
2002-04-01,63.7143
2002-04-02,57.0832
2002-04-03,49.4729
2002-04-04,51.5982
2002-04-05,52.0042
2002-04-08,40.9625
2002-04-09,36.7446
2002-04-10,46.7591
2002-04-11,28.9103
2002-04-12,35.4593
2002-04-15,32.2309
2002-04-16,52.1481
2002-04-17,51.0176
2002-04-18,50.3228
2002-04-19,51.4104
2002-04-22,40.8417
2002-04-23,36.6935
2002-04-24,31.5657
2002-04-25,31.3491
2002-04-26,21.5245
2002-04-29,18.0779
2002-04-30,28.8676
2002-05-01,36.3634
2002-05-02,35.9242
2002-05-03,29.0111
2002-05-06,17.9306
2002-05-07,18.3564
2002-05-08,43.5601
2002-05-09,34.4705
2002-05-10,23.5321
2002-05-13,37.3007
2002-05-14,52.5087
2002-05-15,50.8559
2002-05-16,53.728
2002-05-17,57.0286
2002-05-20,46.7359
2002-05-21,38.4613
2002-05-22,42.3008
2002-05-23,49.8978
2002-05-24,41.7876
2002-05-28,35.0314
2002-05-29,32.3269
2002-05-30,27.9863
2002-05-31,32.602
2002-06-03,13.683
2002-06-04,15.0109
2002-06-05,22.9148
2002-06-06,10.2755
2002-06-07,11.1143
2002-06-10,16.8901
2002-06-11,9.1805
2002-06-12,12.1931
2002-06-13,7.1963
2002-06-14,6.1083
2002-06-17,28.8712
2002-06-18,28.5988
2002-06-19,19.6182
2002-06-20,13.6315
2002-06-21,8.8581
2002-06-24,10.1038
2002-06-25,6.1042
2002-06-26,5.491
2002-06-27,13.7557
2002-06-28,17.1865
2002-07-01,8.2135
2002-07-02,2.3426
2002-07-03,3.0437
2002-07-05,16.4395
2002-07-08,12.2714
2002-07-09,4.6352
2002-07-10,0.6515
2002-07-11,0.9789
2002-07-12,0.841
2002-07-15,1.0393
2002-07-16,0.4874
2002-07-17,0.7513
2002-07-18,0.5845
2002-07-19,3.9434
2002-07-22,8.4521
2002-07-23,18.5817
2002-07-24,0.9745
2002-07-25,0.7657
2002-07-26,0.6163
2002-07-29,16.1745
2002-07-30,16.83
2002-07-31,24.9806
2002-08-01,12.073
2002-08-02,5.661
2002-08-05,1.44
2002-08-06,7.125
2002-08-07,16.8918
2002-08-08,35.7713
2002-08-09,37.8054
2002-08-12,31.4518
2002-08-13,16.4303
2002-08-14,40.4212
2002-08-15,48.8922
2002-08-16,48.5056
2002-08-19,92.018
2002-08-20,79.4049
2002-08-21,88.5228
2002-08-22,93.9689
2002-08-23,73.0334
2002-08-26,68.2693
2002-08-27,54.1729
2002-08-28,38.6589
2002-08-29,38.406
2002-08-30,39.1001
2002-09-03,9.8308
2002-09-04,24.2157
2002-09-05,15.3564
2002-09-06,30.8741
2002-09-09,41.1368
2002-09-10,46.6199
2002-09-11,48.2904
2002-09-12,28.9451
2002-09-13,31.7826
2002-09-16,36.9105
2002-09-17,21.1181
2002-09-18,19.9211
2002-09-19,5.1995
2002-09-20,7.6873
2002-09-23,4.3618
2002-09-24,1.44
2002-09-25,7.7162
2002-09-26,20.5169
2002-09-27,5.9129
2002-09-30,3.8864
2002-10-01,22.4962
2002-10-02,8.6878
2002-10-03,6.6276
2002-10-04,2.5692
2002-10-07,1.44
2002-10-08,3.9383
2002-10-09,0.8489
2002-10-10,5.831
2002-10-11,23.3725
2002-10-14,28.0243
2002-10-15,58.4329
2002-10-16,41.467
2002-10-17,57.2988
2002-10-18,60.2787
2002-10-21,72.5451
2002-10-22,61.9629
2002-10-23,93.7917
2002-10-24,78.9063
2002-10-25,89.571
2002-10-28,68.3791
2002-10-29,56.1215
2002-10-30,60.2997
2002-10-31,53.5738
2002-11-01,65.5547
2002-11-04,66.9349
2002-11-05,69.4322
2002-11-06,76.1226
2002-11-07,59.5563
2002-11-08,53.1752
2002-11-11,39.6194
2002-11-12,45.4159
2002-11-13,44.6515
2002-11-14,64.3057
2002-11-15,68.911
2002-11-18,60.2236
2002-11-19,58.6473
2002-11-20,69.466
2002-11-21,81.223
2002-11-22,79.5829
2002-11-25,79.1091
2002-11-26,67.4851
2002-11-27,82.5854
2002-11-29,79.2749
2002-12-02,74.942
2002-12-03,66.6103
2002-12-04,65.4311
2002-12-05,58.1078
2002-12-06,62.7132
2002-12-09,45.885
